TITLE,CATEGORY,TARGET
UPDATE 1-US soul singer Bobby Womack dies at age 70 -publicist,e,0
"Poor, lonely celebs can now find solace on Tinder",e,0
5 things you didn't know about skin cancer,m,3
MERS in America: Is spread of mysterious respiratory virus a worry?,m,3
Gold Poised for First Monthly Loss Of The Year,b,2
Idris Elba & Girlfriend Welcome Baby Boy,e,0
Genes Help Baby Girls Survive Preterm Birth,m,3
Century 21 Lights up Blue for Autism Awareness Month,m,3
Dine Out For Life & Fight AIDS,m,3
Southwest Airlines finds itself at a crossroads,b,2
"New Jersey abortion clinic counselor shares her story, posts abortion video",e,0
'Community' returns for Season 6 on Yahoo,e,0
UK is quids in as George Osborne prepares to announce replacement £1 coins,b,2
Nest launches developer program to stay ahead of Apple HomeKit,t,1
"Netflix subscription up £1 in UK, €1 in Europe, $1 in US",t,1
Singapore to provide information on US bank deposits,b,2
Google Android SDK for smartwatches and wearables arriving this month,t,1
Exclusive: Neanderthals ate a balanced diet,t,1
New Video Shows How Asiana 214 Crash Happened,b,2
Korean government to sell 12 FA-50 fighter jets to Philippines,b,2
"Exclusive: Will Smith, Jada Pinkett Under Investigation? What Child Protective  ...",e,0
New York regulators to examine Comcast-Time Warner Cable merger,t,1
Billions of dollars being wasted on 'ineffective' Tamiflu drug: Researchers,m,3
NH gas prices fall slightly in past week,t,1
Marilyn Monroe had her beauty mark; Jupiter has the Great Red Spot.,t,1
Fireworks now on sale in Dublin,e,0
Saying 'I Do' Because of Similar DNA?,m,3
Exclusive: GM planning lower-priced version of 2016 Chevy Volt - sources,b,2
[Hurry Up] AT&T Selling 'Certified Like-New' Galaxy Note 3s Online For $249.99  ...,t,1
Today's Heroin Abusers Often Middle-Class Suburbanites: Study,m,3
Middle-class women are ignoring the rules about drinking during pregnancy  ...,m,3
Congress targets diet supplements … and Dr. Oz,m,3
Gas prices on the rise,t,1
China's economy grows 7.4% in first quarter,b,2
Equal Pay Or Opportunity For Outrage?,b,2
The Associated Press Xxxx Xxxx Xxxx Xxxx,e,0
'Godzilla 2' and 'Godzilla 3' on the cards with Edwards to direct,e,0
"Geekout 56: Talking Mario Kart 8, HTC One Mini 2, Moto E",t,1
"Throw the left, throw the left: Beyonce's sister Solange wails on Jay Z",e,0
Tech companies need to up their game on internet security,t,1
July 4th Travel to Be Up in SC; So Will Gas Prices,t,1
Google self-driving car has no steering wheel or brake,t,1
Google shares slide on disappointing results,b,2
Mental health panel proposes stigma changes,m,3
Another mosquito-borne disease goes viral,m,3
King.com Seeks Up to a $7.6 Billion Valuation,b,2
CDC announces second imported case of Middle East Respiratory Syndrome  ...,m,3
Vibrating capsule could treat chronic constipation,m,3
Two Filipinos die of Mers in Saudi Arabia,m,3
Baby Gorilla Joanne Settles Down at San Diego Zoo Safari Park,m,3
Benham Brothers Tell Deadline A “Smear …,e,0
"Kanye wants Kim to be the ""perfect"" wife",e,0
Living on a Trend: Wonder Costumes' Journey Into YouTube Guru Territory,e,0
Smartphone LG G3 launched,t,1
Does 'The Bachelor' host Chris Harrison hate Juan Pablo Galavis?,e,0
Siemens vs. GE - longstanding rivals,b,2
Several passengers on downed Malaysian plane were heading to AIDS  ...,m,3
Google demos their new self-driving car prototype and it is amazing,t,1
Binational Effort Aims to Revive Colorado River Delta,t,1
Gun rampage killer had sent parents his chilling manifesto,e,0
Why These stocks declined: Inovio Pharmaceuticals Inc. (NYSEMKT:INO  ...,b,2
"Intel throws its latest chips into Chromebooks, Chromeboxes, and a Chromebase",t,1
"Kim Kardashian, Kanye West married?",e,0
Conservation Biologists List Most Valuable Species to Protect them from Extinction,t,1
'Godzilla' Has Monster Opening on Domestic Box Office With $93 Million,e,0
"Gene therapy may boost hearing, study finds",m,3
Shares of Fannie And Freddie Tumble Amid Blow To Hedge Fund Hopes,b,2
Lifestyle and diet plays major part in reducing Alzheimer 's disease,m,3
Facebook Aquires Virtual Reality. Prepare for the Future!,t,1
Barack Obama & Bill Clinton pay tribute to literary hero Gabriel Garcia Marquez,e,0
Discovery of new dwarf planet hints at other objects in solar system,t,1
Michaels data breach includes 23 Minnesota stores,b,2
Cost of Brand-Name Cancer Drugs Doubling: Study,m,3
Final exam question: Is it cheating to borrow some Ritalin?,m,3
Allergy sufferers floored by record pollen figures,m,3
Journal that published Facebook study of emotions concedes it could have been  ...,t,1
Health Ministry says ready to handle any potential Ebola cases,m,3
"Court Strikes Down New York City Ban On Super-Sized, Surgary Drinks",m,3
Twitter celebrates 8th birthday with your first tweet,t,1
Baltimore Agency Among 5 Cited In NJ Factory Worker's Crushing Death,m,3
"Fox plans cruel new reality show, 'I Wanna Marry Harry'",e,0
UCI med students suit up with Google Glass,t,1
'Titanfall' debut,t,1
Have Cervical Ca Rates Been Underestimated?,m,3
Wall St ends higher as blue chips rally,b,2
"Just kidding, says Nest, we are totally sharing your data with Google",t,1
AAPL – 6 Things to Know About Apple and the Big Beats Buy,t,1
"Facebook ads to become more relevant, say why they're being shown",t,1
Starbucks adding tipping option to mobile payment app,b,2
Hawaii utilities rank highly for installations of PV systems,b,2
IRS Says Bitcoin Will Be Taxed Like Property,b,2
Ebola outbreak delays Canmore couple's adoption plans,m,3
Samaritan's Purse intensifies medical effort in response to Ebola outbreak,m,3
Lose Weight by Placing Bets on Your Own Weight,m,3
"Time for a 'Privacy Checkup,' says Facebook (+video)",t,1
HP CEO Props Up Falling Profits With More Job Cuts,b,2
Six suspected MERS cases in Egypt: Health Minister,m,3
Japan's current account surplus falls 90% in March,b,2
The truth about dark chocolate and wine,m,3
"Are Hypertension YouTube Videos, Apps Accurate?",m,3
Vince Cable: Government 'neutral' on Pfizer deal,b,2
giants oppose 'net neutrality' plan,t,1
"ECB's Coeure: No Deflation in the Euro Zone, But Risk Remains",b,2
Mick Jagger bailed girlfriend L'Wren Scott out of debts before she committed  ...,e,0
"Samsung, LG launch smartwatches",t,1
"Ebola: A swift, effective and bloody killer",m,3
"Ruby Dee | 1922-2014: Star of stage, screen was civil-rights activist",e,0
UN Climate Report Is Cautious On Making Specific Predictions,t,1
Chinese factory workers at world's biggest sneaker maker strike over benefits  ...,b,2
"Diabetes cases increase nationwide, costing Americans billions of dollars",m,3
Curiosity rover captures artificial light on Mars,t,1
Thousands of pilgrims from around the world celebrate Easter in the Holy Land  ...,e,0
"Hummus recall affects hummus dip, walnuts at Trader Joe's, Target",m,3
"Brain Aging is Delayed if you Speak More Languages, Bilingual",m,3
"Lack of leisure-time physical activity linked to increased obesity, particularly in  ...",m,3
Lockheed Wins Space Radar Contract,b,2
Housing starts drop 9.3% in June to 893000 annual rate,b,2
First Lady to Respond to School Meal Critics,m,3
Sex Tape Featuring Jay-Z and Carmen Bryan being Shopped Around?,e,0
Federal panel recommends flu spray vaccine for children,m,3
"Sarepta Therapeutic Upgraded to ""Market Outperform"" by JMP Securities (SRPT)",m,3
"Ars Technica: Private crypto keys are accessible to Heartbleed hackers, new  ...",t,1
Russia and China Sign USD 400 Bn Gas Deal,b,2
The pros and cons of holding students back in school in light of third grade  ...,t,1
"The NYSE may have Alibaba's IPO, but Nasdaq still holds a tech IPO lead where  ...",b,2
India's Sun Pharma Buys Troubled Rival Ranbaxy for $3.2 Billion,b,2
Your Status Update May Be Contagious,m,3
Stocks flatten out after Fed delivers no surprises - Live5News.com | Charleston  ...,b,2
Weekend box office: 'Transformers: Age of Extinction' unearths $100M debut at  ...,e,0
"Ebola detected in Guinea victims, 59 dead",m,3
Northwestern Memorial Hospital Ranks 10th in Nation,m,3
Paul Walker Commemorated At 2014 MTV Movie Awards,e,0
Drought Forces Puerto Rico to Begin Rationing Water,b,2
8 mumps cases at NJ college,m,3
GOP bill would roll back school lunch rules,m,3
Shia LaBeouf gets help with his alcohol addiction,e,0
Is the Internet doomed? Yes. And no.,t,1
Costco gets stung by Salmonella Fruit Recall,m,3
Ukraine Firefight Shatters Post-Election Optimism,b,2
What you need to know about Chikungunya,m,3
“Dancing with the Stars” Recap: Cody Simpson Voted Off,e,0
Miley Cyrus 101: N.Y. college to offer course on pop star,e,0
Children's Hospital admits mistake after fungal outbreak claims lives,m,3
'Goonies' director says sequel is coming,e,0
Could you live for a year without sugar?,m,3
"Hangouts update merges SMS/Hangout conversations, adds widget, more",t,1
Women Carry Bigger Burden of Alzheimer's,m,3
"Sherri Shepherd to Leave ""The View"" After Seven Years",e,0
Celebrity News Police called in over possible Miley Cyrus burglary,e,0
Guinea's Ebola Outbreak: 5 Things You Should Know,m,3
The new emoji that will allow you to at last fully express yourself,t,1
Affordable Care Act gives Medicare finances shot in the arm,b,2
Alabama unemployment rises to 6.4 percent,b,2
Danville park to close for coal ash cleanup,b,2
Stocks sink as technology shares resume selloff,b,2
NASA carbon observatory finally reaches space,t,1
Floating plastic junk widely spread on world oceans but doubts about how much,t,1
HTC Turns to Samsung's Former CMO for Marketing Help,t,1
"SoftBank CEO confirms interest in buying T-Mobile, recognizes challenges",t,1
"Rare sight: Mars, Earth and Sun will align today",t,1
Microsoft Revenue $20.4 Billion For Q3 2014 Beats Estimates; Search  ...,b,2
"Mass. Medical Marijuana Shops Get Initial Clearance, Others Rejected",m,3
"Quentin Tarantino, John Travolta, Uma Thurman present 'Pulp Fiction' Beach  ...",e,0
European Stocks Advance as US Manufacturing Accelerates,b,2
Small Chinese cup sells for $36 million,e,0
Pakistan faces global travel curbs over polio after WHO alert,m,3
"'Transformers 4' Producer Talks 'Transformers 5', 'G.I. Joe 3' & More",e,0
"Apple adds new $199 16 GB iPod Touch, cuts prices on 32/64 GB models",t,1
Mercedes-Benz Recalls 284000 Cars With Faulty Rear Lights,t,1
HSBC Flash China PMI at five-month high,b,2
Beyonce congratulates Kim Kardashian and Kanye West on wedding despite  ...,e,0
Mumps outbreak spreads beyond Ohio State campus to at least 69 cases,m,3
"AT&T, Chernin In $500 Mln. Venture For Over-the-top Video Services - Update",b,2
BOX OFFICE UPDATE: '22 Jump Street' Ends …,e,0
Ebola outbreak reaches 'unprecedented levels' as it sweeps across west coast of  ...,m,3
The Smartphone Kill Switch to Become a Reality,t,1
Tim Draper buys $19 million in seized 'Silk Road' bitcoins from U.S. Marshals,b,2
WHO Health Ministers Agree to Action to End African Ebola Outbreak,m,3
Tambourine Celebrates Cinco de Mayo with 5 Spicy Hotel Marketing Tips,e,0
Tests show no person-to-person MERS transmission in US,m,3
AOL.com Article - West African airline suspends flights amid Ebola outbreak,m,3
Trustees Report Reveals Medicare is Solvent Beyond 2013 Projections,m,3
Where You Can Mail Your Taxes Late in the San Francisco Bay Area,b,2
Rumor Has It Selena Gomez and Orlando Bloom Might Be Dating,e,0
European shares dip over Eurozone inflation concerns,b,2
Blast off into space with Leonardo DiCaprio,e,0
Illinois MERS patient 'not infectious'; Florida patient released,m,3
World Autism Awareness Day 2014,m,3
GoPro Files for $100 Million IPO,b,2
Taliban Executes 4 Abducted Police Officers in Afghanistan's Wardak Province,b,2
Fox News appropriates BioShock Infinite logo -- which was kind of a parody of  ...,t,1
Cloned Android Banking App Hides Phishing Scheme,t,1
Stocks drift lower as Iraq weighs on market,e,0
Marlboro HeatSticks heat tobacco instead of burning it,b,2
JC Penney Liable For Meddling In Macy's-Martha Stewart Deal,b,2
Sovaldi stumbles as NICE assesses hep C drug's price,m,3
Microsoft's Euro cloud darkens: Redmond must let feds into foreign servers,t,1
Study: Medical marijuana could lead to fewer prescription painkiller deaths,m,3
"iPhone 6 to sport rounded corners, curved glass display?",t,1
Yahoo reveals workplace diversity statistics,b,2
Where to See It: Total Lunar Eclipse Coming Tax Day Eve in US,t,1
Experts Watching MERS Outbreak for Global Menace,m,3
Taxpayers targeted by “largest ever” phone fraud scam,b,2
Google brings low latency audio processing to Android L,t,1
'Penny Dreadful' Features Familiar Frights in a New Light,e,0
"Drug Maker Denies Compassionate Use Request, Starts New Trial",m,3
An Amazing Cancer Treatment Based On The Measles Virus Saved A Woman's  ...,m,3
Report: Google developing health data service,t,1
"Casey Kasem, king of the Top 40 countdown, is dead at 82",e,0
Taylor Swift top-earning musician in 2013,e,0
Google to open up Glass program to anyone with $1500 to spare,t,1
NASA's LADEE ends mission with intended impact on Moon,t,1
PHOTOS: Relay for Life in Natick,m,3
Watch The First 'True Blood' Season 7 Teaser Trailer,e,0
"Chewbacca Actor, Mayhew, to Reprise Role for “SW:EVII”",e,0
"'24': New day, but basically the same story",e,0
Dr. Oz Senate Scolding: His 10 Most Controversial Weight Loss Supplements,m,3
Cherry and Silver go on Ice for ALS,e,0
Business Briefs: Entrepreneurs institute taps new director,t,1
Journal: Facebook didn't follow ethics,t,1
Euro Falls The Most In Weeks After ECB President Mario Draghi Signals Easing  ...,b,2
Elderly man identified following Caddo Lake drowning,m,3
New Legal Policies are amended by General Mills,t,1
Questlove to Induct Hall and Oates into Rock and Roll Hall of Fame,e,0
Tomnod website crashes after global search for missing plane intensifies,b,2
Treasuries Regain Ground Following Last Week's Sharp Pullback,b,2
Publisher's Platform: General Mills – You Can't Sue Me!,t,1
"'Girl Meets World' Trailer: Disney Releases First Teaser of Cory,Topanga And  ...",e,0
Meta-analysis questions fatty acids and heart disease link,m,3
"'Dancing with the Stars' 18 premiere: Drew Carey, Amy Purdy both impress",e,0
US House committee will probe GM recall,t,1
Former executive suse Beats Electronics,t,1
Facebook Conducting Psychological Studies on Users,t,1
E-Cigarettes Caused Cancerous Changes in Lung Cells: Study,m,3
'Jersey Boys' Trailer: Clint Eastwood Returns to His Musical Roots,e,0
US housing starts hike in April,b,2
Sydenham's Rolf Harris admits he admired a 13-year-old's body,e,0
Officials rush to contain Ebola virus in Guinea,m,3
"Nest Labs Brings Its Nest Protect Smoke Detector Back, Device Now Costs $99",t,1
Mark Ruffalo Claims Ben Affleck Came Between Him and Jennifer Garner,e,0
Sarah Palin's Sportsman Channel Show Renewed,e,0
Tess Boyer voted off 'The Voice',e,0
County executive applauds Obama's EPA rule to cut carbon emissions,b,2
Senate Expected to Pass House SGR/ICD-10/Two-Midnight Bill on Monday,m,3
Google Nexus 6 to Sport Same Features as LG G3 Leaked Specs,t,1
Fear hits Pinoy nurses in Saudi,m,3
Apple's new 12.9-inch iPad coming early 2015,t,1
AstraZeneca Rejects Another Takeover Bid from Pfizer,b,2
Market Close Report: NASDAQ Composite index closes at 4151.23 down -22.35  ...,b,2
Training the Next Generation of Breast Cancer Surgeons,m,3
12 most deadly infectious diseases of the 21st century,m,3
More Memorial Day drivers this year; gas prices not spiking,b,2
George Brett and Lorde finally meet,e,0
Global average life expectancy at record high of 73 for women and 68 for men,m,3
"Farewell, Jake Worthington! Watch All of His Performances (VIDEO)",e,0
Muted celebration despite new high for Dow,b,2
Report links obesity to ovarian cancer,m,3
Trying gene therapy to create biological pacemaker,m,3
Allegations of misconduct against two Longview Police officers under investigation,m,3
